order_id,order_date,customer_id,product_id,quantity,discount,shipping_cost,payment_method,region,order_status,customer_name,gender,age,city,state,signup_date,product_name,category,subcategory,selling_price,cost_price,gross_sales,discount_amount,net_sales,product_cost,profit_before_shipping,profit,profit_margin,is_delivered,is_returned,is_cancelled,realized_sales,realized_profit,year,month,month_name,quarter,year_month,age_group
ORD010904,2023-02-15,CUST02119,PROD0267,2,0.2,397.39,Debit Card,North,Delivered,Vikram Sinha,Male,24,Chandigarh,Chandigarh,2023-09-23,Mascara 1,Beauty,Makeup,554.68,355.21,1109.36,221.87199999999999,887.4879999999999,710.42,177.06799999999998,-220.322,-0.24825349751207906,1,0,0,887.4879999999999,-220.322,2023,2,February,Q1,2023-02,18-25
ORD010905,2024-01-23,CUST00481,PROD0031,1,0.05,482.94,Debit Card,North,Delivered,Kavya Jha,Female,26,Lucknow,Uttar Pradesh,2023-05-22,Headphones 3,Electronics,Audio,3794.59,2491.28,3794.59,189.72950000000003,3604.8605000000002,2491.28,1113.5805,630.6405,0.17494172104579356,1,0,0,3604.8605000000002,630.6405,2024,1,January,Q1,2024-01,26-35
ORD010906,2024-06-30,CUST04555,PROD0196,3,0.0,59.35,Credit Card,North,Delivered,Riya Choudhary,Female,50,Delhi,Delhi,2025-06-08,Running Shoes 7,Fashion,Footwear,1370.56,811.0,4111.68,0.0,4111.68,2433.0,1678.6800000000003,1619.3300000000004,0.393836582613433,1,0,0,4111.68,1619.3300000000004,2024,6,June,Q2,2024-06,46-55
ORD010907,2025-03-20,CUST01212,PROD0150,2,0.2,365.36,Debit Card,West,Delivered,Kavya Choudhary,Female,62,Mumbai,Maharashtra,2024-08-30,T-Shirt 3,Fashion,Men,3823.35,2865.03,7646.7,1529.3400000000001,6117.36,5730.06,387.2999999999993,21.93999999999926,0.003586514444139181,1,0,0,6117.36,21.93999999999926,2025,3,March,Q1,2025-03,56+
ORD010908,2024-02-26,CUST03883,PROD0177,3,0.1,421.31,Wallet,West,Cancelled,Riya Das,Male,50,Pune,Maharashtra,2024-03-15,Jeans 2,Fashion,Women,1136.33,878.81,3408.99,340.899,3068.091,2636.43,431.66100000000006,10.351000000000056,0.0033737591225293045,0,0,1,0.0,0.0,2024,2,February,Q1,2024-02,46-55
ORD010909,2023-05-29,CUST03226,PROD0018,1,0.15,474.4,Cash On Delivery,West,Delivered,Arjun Mishra,Male,22,Surat,Gujarat,2023-11-04,Gaming Laptop 4,Electronics,Laptop,7578.36,4496.78,7578.36,1136.754,6441.606,4496.78,1944.826,1470.426,0.22827009289298353,1,0,0,6441.606,1470.426,2023,5,May,Q2,2023-05,18-25
ORD010910,2025-12-14,CUST00748,PROD0047,2,0.15,294.91,Net Banking,North,Delivered,Nikhil Mehta,Female,44,Noida,Uttar Pradesh,2024-10-21,Bluetooth Speaker 5,Electronics,Audio,60851.23,47749.27,121702.46,18255.369,103447.09100000001,95498.54,7948.551000000021,7653.641000000021,0.07398604374481657,1,0,0,103447.09100000001,7653.641000000021,2025,12,December,Q4,2025-12,36-45
ORD010911,2023-07-16,CUST03568,PROD0296,4,0.0,454.3,Credit Card,North,Delivered,Sneha Patel,Male,44,Jaipur,Rajasthan,2025-12-09,Cricket Bat 2,Sports,Outdoor,3407.74,2087.41,13630.96,0.0,13630.96,8349.64,5281.32,4827.0199999999995,0.35412179332930327,1,0,0,13630.96,4827.0199999999995,2023,7,July,Q3,2023-07,36-45
ORD010912,2023-01-21,CUST02781,PROD0165,1,0.05,321.52,Wallet,South,Delivered,Aditya Sinha,Female,44,Nagpur,Maharashtra,2023-10-26,Saree 4,Fashion,Women,2776.76,2094.71,2776.76,138.83800000000002,2637.922,2094.71,543.212,221.692,0.08404039239977527,1,0,0,2637.922,221.692,2023,1,January,Q1,2023-01,36-45
ORD010913,2025-07-06,CUST01009,PROD0259,4,0.0,130.59,Credit Card,West,Delivered,Rahul Singh,Male,57,Pune,Maharashtra,2023-08-07,Lipstick 7,Beauty,Makeup,610.15,406.59,2440.6,0.0,2440.6,1626.36,814.24,683.65,0.28011554535769895,1,0,0,2440.6,683.65,2025,7,July,Q3,2025-07,56+
ORD010914,2025-11-04,CUST01889,PROD0294,1,0.0,373.44,Upi,East,Delivered,Shreya Yadav,Male,62,Ranchi,Jharkhand,2024-01-12,Resistance Bands 7,Sports,Fitness,8134.76,4312.1,8134.76,0.0,8134.76,4312.1,3822.66,3449.22,0.42401005069602543,1,0,0,8134.76,3449.22,2025,11,November,Q4,2025-11,56+
ORD010915,2023-07-19,CUST03922,PROD0111,1,0.0,288.77,Debit Card,East,Delivered,Ananya Yadav,Female,59,Ranchi,Jharkhand,2025-04-05,Bookshelf 6,Home & Kitchen,Furniture,11681.18,6639.73,11681.18,0.0,11681.18,6639.73,5041.450000000001,4752.68,0.4068664295901613,1,0,0,11681.18,4752.68,2023,7,July,Q3,2023-07,56+
ORD010916,2023-04-06,CUST02116,PROD0199,1,0.0,323.4,Credit Card,South,Cancelled,Shreya Shah,Female,60,Chennai,Tamil Nadu,2024-02-23,Sandals 3,Fashion,Footwear,5104.34,2805.66,5104.34,0.0,5104.34,2805.66,2298.6800000000003,1975.2800000000002,0.3869804911114855,0,0,1,0.0,0.0,2023,4,April,Q2,2023-04,56+
ORD010917,2023-07-02,CUST01622,PROD0155,1,0.25,148.86,Upi,East,Delivered,Sanjay Kumar,Female,62,Ranchi,Jharkhand,2024-01-11,Jacket 1,Fashion,Men,4400.06,2541.09,4400.06,1100.015,3300.045,2541.09,758.9549999999999,610.0949999999999,0.18487475170793122,1,0,0,3300.045,610.0949999999999,2023,7,July,Q3,2023-07,56+
ORD010918,2024-06-29,CUST01063,PROD0267,4,0.25,147.98,Upi,West,Delivered,Amit Shah,Female,31,Ahmedabad,Gujarat,2025-01-31,Mascara 1,Beauty,Makeup,554.68,355.21,2218.72,554.68,1664.04,1420.84,243.20000000000005,95.22000000000006,0.05722218215908275,1,0,0,1664.04,95.22000000000006,2024,6,June,Q2,2024-06,26-35
ORD010919,2023-09-14,CUST04798,PROD0183,2,0.2,42.36,Net Banking,South,Delivered,Kavya Roy,Female,49,Bengaluru,Karnataka,2024-03-12,Dress 1,Fashion,Women,573.72,322.93,1147.44,229.48800000000003,917.952,645.86,272.092,229.73199999999997,0.25026580910548696,1,0,0,917.952,229.73199999999997,2023,9,September,Q3,2023-09,46-55
ORD010920,2024-10-20,CUST01121,PROD0241,1,0.2,128.25,Debit Card,North,Delivered,Sanjay Gupta,Male,58,Noida,Uttar Pradesh,2024-09-14,Hair Oil 3,Beauty,Haircare,764.06,574.62,764.06,152.81199999999998,611.2479999999999,574.62,36.62799999999993,-91.62200000000007,-0.14989333298432073,1,0,0,611.2479999999999,-91.62200000000007,2024,10,October,Q4,2024-10,56+
ORD010921,2024-11-01,CUST02411,PROD0262,4,0.1,194.17,Wallet,West,Delivered,Nikhil Patel,Female,49,Indore,Madhya Pradesh,2024-10-05,Foundation 3,Beauty,Makeup,696.94,518.87,2787.76,278.776,2508.9840000000004,2075.48,433.50400000000036,239.33400000000037,0.09539080360815387,1,0,0,2508.9840000000004,239.33400000000037,2024,11,November,Q4,2024-11,46-55
ORD010922,2025-08-15,CUST01318,PROD0190,1,0.25,375.14,Wallet,South,Delivered,Priya Sharma,Female,20,Hyderabad,Telangana,2024-11-22,Running Shoes 1,Fashion,Footwear,3026.49,2166.42,3026.49,756.6225,2269.8675,2166.42,103.44749999999976,-271.6925000000002,-0.1196953126118596,1,0,0,2269.8675,-271.6925000000002,2025,8,August,Q3,2025-08,18-25
ORD010923,2023-10-27,CUST02276,PROD0193,1,0.1,206.28,Cash On Delivery,South,Delivered,Priya Jha,Female,63,Bengaluru,Karnataka,2024-03-14,Running Shoes 4,Fashion,Footwear,1519.91,1081.96,1519.91,151.991,1367.919,1081.96,285.95900000000006,79.67900000000006,0.0582483319553278,1,0,0,1367.919,79.67900000000006,2023,10,October,Q4,2023-10,56+
ORD010924,2023-06-13,CUST00533,PROD0172,1,0.0,308.11,Wallet,West,Delivered,Neha Singh,Female,23,Pune,Maharashtra,2023-09-28,Kurti 4,Fashion,Women,1639.43,1024.43,1639.43,0.0,1639.43,1024.43,615.0,306.89,0.18719310980035742,1,0,0,1639.43,306.89,2023,6,June,Q2,2023-06,18-25
ORD010925,2025-08-13,CUST04599,PROD0205,2,0.1,58.54,Credit Card,West,Delivered,Sneha Sharma,Female,65,Mumbai,Maharashtra,2025-12-31,Formal Shoes 2,Fashion,Footwear,2513.72,1978.82,5027.44,502.74399999999997,4524.696,3957.64,567.056,508.516,0.11238677692379775,1,0,0,4524.696,508.516,2025,8,August,Q3,2025-08,56+
ORD010926,2024-12-23,CUST02817,PROD0070,4,0.0,60.98,Credit Card,South,Delivered,Priya Singh,Male,65,Hyderabad,Telangana,2023-07-27,Power Bank 7,Electronics,Accessories,39048.57,22574.71,156194.28,0.0,156194.28,90298.84,65895.44,65834.46,0.4214908510093968,1,0,0,156194.28,65834.46,2024,12,December,Q4,2024-12,56+
ORD010927,2025-03-18,CUST04744,PROD0318,1,0.05,287.49,Wallet,North,Delivered,Sneha Patel,Female,23,Noida,Uttar Pradesh,2025-08-24,Helmet 3,Sports,Cycling,6167.04,3710.79,6167.04,308.35200000000003,5858.688,3710.79,2147.898,1860.4080000000001,0.31754686373467916,1,0,0,5858.688,1860.4080000000001,2025,3,March,Q1,2025-03,18-25
ORD010928,2025-10-25,CUST00695,PROD0090,1,0.2,174.07,Debit Card,West,Cancelled,Rohan Sinha,Female,18,Mumbai,Maharashtra,2025-12-29,Electric Kettle 6,Home & Kitchen,Kitchen,26744.26,15971.92,26744.26,5348.852,21395.408,15971.92,5423.487999999999,5249.418,0.24535255415554588,0,0,1,0.0,0.0,2025,10,October,Q4,2025-10,18-25
ORD010929,2023-01-26,CUST04975,PROD0087,2,0.0,208.85,Wallet,North,Delivered,Karan Verma,Male,56,Chandigarh,Chandigarh,2025-10-29,Electric Kettle 3,Home & Kitchen,Kitchen,8055.62,6137.51,16111.24,0.0,16111.24,12275.02,3836.2199999999993,3627.3699999999994,0.22514530228585755,1,0,0,16111.24,3627.3699999999994,2023,1,January,Q1,2023-01,56+
ORD010930,2024-10-07,CUST02432,PROD0158,2,0.1,32.39,Net Banking,East,Cancelled,Arjun Choudhary,Female,61,Kolkata,West Bengal,2024-01-02,Jacket 4,Fashion,Men,1298.94,926.62,2597.88,259.788,2338.092,1853.24,484.8520000000001,452.4620000000001,0.19351762035026854,0,0,1,0.0,0.0,2024,10,October,Q4,2024-10,56+
ORD010931,2025-12-06,CUST03340,PROD0024,2,0.15,414.63,Net Banking,North,Delivered,Nikhil Singh,Female,18,Nagpur,Maharashtra,2025-03-19,Business Laptop 3,Electronics,Laptop,33362.45,19868.21,66724.9,10008.734999999999,56716.16499999999,39736.42,16979.744999999995,16565.114999999994,0.2920704352982963,1,0,0,56716.16499999999,16565.114999999994,2025,12,December,Q4,2025-12,18-25
ORD010932,2024-04-09,CUST03584,PROD0218,3,0.0,212.18,Cash On Delivery,North,Delivered,Priya Sharma,Male,60,Jaipur,Rajasthan,2023-06-20,Moisturizer 1,Beauty,Skincare,798.55,579.49,2395.6499999999996,0.0,2395.6499999999996,1738.47,657.1799999999996,444.9999999999996,0.18575334460376083,1,0,0,2395.6499999999996,444.9999999999996,2024,4,April,Q2,2024-04,56+
ORD010933,2023-01-24,CUST03296,PROD0306,1,0.25,255.88,Debit Card,East,Delivered,Riya Roy,Female,34,Kolkata,West Bengal,2024-12-17,Football 5,Sports,Outdoor,8381.66,5918.69,8381.66,2095.415,6286.245,5918.69,367.5550000000003,111.6750000000003,0.01776497734339026,1,0,0,6286.245,111.6750000000003,2023,1,January,Q1,2023-01,26-35
ORD010934,2024-05-08,CUST01767,PROD0194,1,0.2,210.29,Net Banking,South,Delivered,Nikhil Sinha,Female,55,Hyderabad,Telangana,2023-12-26,Running Shoes 5,Fashion,Footwear,1309.6,822.5,1309.6,261.92,1047.6799999999998,822.5,225.17999999999984,14.889999999999844,0.014212354917531924,1,0,0,1047.6799999999998,14.889999999999844,2024,5,May,Q2,2024-05,46-55
ORD010935,2024-02-15,CUST04705,PROD0220,1,0.0,41.43,Upi,North,Delivered,Shreya Das,Female,27,Lucknow,Uttar Pradesh,2024-06-07,Moisturizer 3,Beauty,Skincare,1719.76,1178.77,1719.76,0.0,1719.76,1178.77,540.99,499.56,0.2904823928920314,1,0,0,1719.76,499.56,2024,2,February,Q1,2024-02,26-35
ORD010936,2023-01-19,CUST01025,PROD0172,1,0.25,258.5,Cash On Delivery,East,Delivered,Amit Sharma,Male,47,Bhubaneswar,Odisha,2024-10-24,Kurti 4,Fashion,Women,1639.43,1024.43,1639.43,409.8575,1229.5725,1024.43,205.14249999999993,-53.35750000000007,-0.04339516376626842,1,0,0,1229.5725,-53.35750000000007,2023,1,January,Q1,2023-01,46-55
ORD010937,2024-12-20,CUST02734,PROD0256,4,0.25,350.69,Upi,West,Delivered,Aditya Sharma,Male,21,Surat,Gujarat,2023-09-21,Lipstick 4,Beauty,Makeup,1730.42,1360.53,6921.68,1730.42,5191.26,5442.12,-250.85999999999967,-601.5499999999997,-0.11587745556955338,1,0,0,5191.26,-601.5499999999997,2024,12,December,Q4,2024-12,18-25
ORD010938,2025-05-03,CUST01592,PROD0305,4,0.1,344.72,Upi,West,Delivered,Shreya Jha,Male,35,Indore,Madhya Pradesh,2025-11-16,Football 4,Sports,Outdoor,6599.81,4601.58,26399.24,2639.9240000000004,23759.316000000003,18406.32,5352.996000000003,5008.276000000003,0.21079209519331288,1,0,0,23759.316000000003,5008.276000000003,2025,5,May,Q2,2025-05,26-35
ORD010939,2024-11-05,CUST02207,PROD0065,3,0.05,306.78,Cash On Delivery,North,Delivered,Aarav Verma,Male,55,Nagpur,Maharashtra,2023-03-14,Power Bank 2,Electronics,Accessories,61131.49,36473.39,183394.47,9169.7235,174224.7465,109420.17,64804.57650000001,64497.79650000001,0.37019882534310367,1,0,0,174224.7465,64497.79650000001,2024,11,November,Q4,2024-11,46-55
ORD010940,2025-03-06,CUST02497,PROD0076,2,0.15,346.48,Debit Card,East,Delivered,Meera Jha,Male,48,Patna,Bihar,2025-01-18,Mixer Grinder 6,Home & Kitchen,Kitchen,27668.88,14728.94,55337.76,8300.664,47037.096000000005,29457.88,17579.216000000004,17232.736000000004,0.3663647942891713,1,0,0,47037.096000000005,17232.736000000004,2025,3,March,Q1,2025-03,46-55
ORD010941,2025-10-03,CUST04117,PROD0089,1,0.25,480.05,Upi,West,Delivered,Neha Jha,Female,25,Surat,Gujarat,2023-02-06,Electric Kettle 5,Home & Kitchen,Kitchen,23715.35,13230.04,23715.35,5928.8375,17786.512499999997,13230.04,4556.472499999996,4076.422499999996,0.22918616001872186,1,0,0,17786.512499999997,4076.422499999996,2025,10,October,Q4,2025-10,18-25
ORD010942,2023-01-14,CUST02772,PROD0018,4,0.2,36.14,Net Banking,North,Delivered,Arjun Sinha,Male,31,Delhi,Delhi,2025-09-09,Gaming Laptop 4,Electronics,Laptop,7578.36,4496.78,30313.44,6062.688,24250.752,17987.12,6263.632000000001,6227.492000000001,0.25679583049630794,1,0,0,24250.752,6227.492000000001,2023,1,January,Q1,2023-01,26-35
ORD010943,2023-04-10,CUST02730,PROD0019,2,0.25,320.23,Credit Card,South,Delivered,Aarav Sharma,Female,23,Chennai,Tamil Nadu,2024-08-29,Gaming Laptop 5,Electronics,Laptop,7451.63,5075.62,14903.26,3725.815,11177.445,10151.24,1026.205,705.9749999999999,0.06316067759671373,1,0,0,11177.445,705.9749999999999,2023,4,April,Q2,2023-04,18-25
ORD010944,2024-01-16,CUST01553,PROD0095,3,0.1,243.03,Wallet,North,Delivered,Priya Verma,Male,20,Chandigarh,Chandigarh,2025-06-29,Office Chair 4,Home & Kitchen,Furniture,22651.42,18892.14,67954.26,6795.4259999999995,61158.833999999995,56676.42,4482.413999999997,4239.383999999997,0.0693176066764124,1,0,0,61158.833999999995,4239.383999999997,2024,1,January,Q1,2024-01,18-25
ORD010945,2024-08-25,CUST02913,PROD0024,3,0.0,334.89,Cash On Delivery,East,Delivered,Meera Gupta,Female,50,Bhubaneswar,Odisha,2023-06-09,Business Laptop 3,Electronics,Laptop,33362.45,19868.21,100087.34999999999,0.0,100087.34999999999,59604.63,40482.719999999994,40147.829999999994,0.4011279147664515,1,0,0,100087.34999999999,40147.829999999994,2024,8,August,Q3,2024-08,46-55
ORD010946,2023-12-20,CUST04026,PROD0310,2,0.25,176.74,Wallet,East,Delivered,Rohan Sharma,Female,53,Guwahati,Assam,2024-06-28,Badminton Racket 2,Sports,Outdoor,7931.4,4469.84,15862.8,3965.7,11897.099999999999,8939.68,2957.4199999999983,2780.6799999999985,0.2337275470492808,1,0,0,11897.099999999999,2780.6799999999985,2023,12,December,Q4,2023-12,46-55
ORD010947,2024-04-11,CUST01859,PROD0286,1,0.05,73.71,Wallet,South,Delivered,Priya Kumar,Male,24,Hyderabad,Telangana,2025-10-04,Dumbbells 6,Sports,Fitness,1070.08,786.17,1070.08,53.504,1016.5759999999999,786.17,230.40599999999995,156.69599999999997,0.15414095945605638,1,0,0,1016.5759999999999,156.69599999999997,2024,4,April,Q2,2024-04,18-25
ORD010948,2024-12-17,CUST04909,PROD0089,1,0.2,257.98,Net Banking,South,Delivered,Priya Gupta,Female,40,Chennai,Tamil Nadu,2025-09-26,Electric Kettle 5,Home & Kitchen,Kitchen,23715.35,13230.04,23715.35,4743.07,18972.28,13230.04,5742.239999999998,5484.259999999998,0.28906699669201585,1,0,0,18972.28,5484.259999999998,2024,12,December,Q4,2024-12,36-45
ORD010949,2023-07-30,CUST01911,PROD0328,3,0.05,447.06,Credit Card,East,Delivered,Riya Gupta,Female,59,Guwahati,Assam,2024-06-12,Cycling Gloves 6,Sports,Cycling,9232.08,5863.66,27696.239999999998,1384.812,26311.428,17590.98,8720.448,8273.388,0.3144408581700697,1,0,0,26311.428,8273.388,2023,7,July,Q3,2023-07,56+
ORD010950,2024-07-30,CUST04323,PROD0080,3,0.05,412.44,Wallet,South,Returned,Meera Gupta,Female,63,Hyderabad,Telangana,2023-01-26,Air Fryer 3,Home & Kitchen,Kitchen,21225.45,12129.48,63676.350000000006,3183.8175000000006,60492.53250000001,36388.44,24104.092500000006,23691.652500000007,0.39164590274014405,0,1,0,0.0,0.0,2024,7,July,Q3,2024-07,56+
ORD010951,2024-04-02,CUST01831,PROD0213,2,0.1,439.63,Cash On Delivery,West,Delivered,Sanjay Sinha,Male,50,Surat,Gujarat,2024-03-22,Face Wash 3,Beauty,Skincare,781.26,573.34,1562.52,156.252,1406.268,1146.68,259.58799999999997,-180.04200000000003,-0.12802822790534948,1,0,0,1406.268,-180.04200000000003,2024,4,April,Q2,2024-04,46-55
ORD010952,2024-03-24,CUST02002,PROD0313,1,0.05,407.93,Cash On Delivery,South,Delivered,Aditya Shah,Female,32,Chennai,Tamil Nadu,2023-08-04,Badminton Racket 5,Sports,Outdoor,1426.8,812.66,1426.8,71.34,1355.46,812.66,542.8000000000001,134.87000000000006,0.0995012763194783,1,0,0,1355.46,134.87000000000006,2024,3,March,Q1,2024-03,26-35
ORD010953,2024-06-10,CUST00154,PROD0061,1,0.15,292.84,Net Banking,East,Delivered,Aditya Jha,Male,28,Bhubaneswar,Odisha,2024-11-13,Mouse 5,Electronics,Accessories,67254.83,59477.84,67254.83,10088.2245,57166.605500000005,59477.84,-2311.2344999999914,-2604.0744999999915,-0.04555237235487056,1,0,0,57166.605500000005,-2604.0744999999915,2024,6,June,Q2,2024-06,26-35
ORD010954,2025-06-21,CUST00026,PROD0297,3,0.05,242.16,Debit Card,North,Delivered,Shreya Choudhary,Male,56,Bhopal,Madhya Pradesh,2023-11-27,Cricket Bat 3,Sports,Outdoor,4930.03,2734.39,14790.09,739.5045,14050.585500000001,8203.17,5847.415500000001,5605.255500000001,0.3989339447811624,1,0,0,14050.585500000001,5605.255500000001,2025,6,June,Q2,2025-06,56+
ORD010955,2024-09-23,CUST04629,PROD0039,2,0.2,46.12,Net Banking,East,Delivered,Riya Jha,Male,20,Kolkata,West Bengal,2024-04-11,Earbuds 4,Electronics,Audio,33704.38,17872.6,67408.76,13481.752,53927.007999999994,35745.2,18181.807999999997,18135.688,0.3363006529121734,1,0,0,53927.007999999994,18135.688,2024,9,September,Q3,2024-09,18-25
ORD010956,2023-07-22,CUST02475,PROD0212,1,0.05,418.37,Net Banking,South,Delivered,Aarav Roy,Male,42,Hyderabad,Telangana,2025-02-07,Face Wash 2,Beauty,Skincare,1279.48,1048.82,1279.48,63.974000000000004,1215.506,1048.82,166.68600000000015,-251.68399999999986,-0.20706109225293814,1,0,0,1215.506,-251.68399999999986,2023,7,July,Q3,2023-07,36-45
ORD010957,2025-03-31,CUST04530,PROD0227,1,0.25,303.1,Wallet,North,Delivered,Rohan Verma,Male,62,Chandigarh,Chandigarh,2024-05-10,Sunscreen 3,Beauty,Skincare,1492.96,855.78,1492.96,373.24,1119.72,855.78,263.94000000000005,-39.15999999999997,-0.03497302897152857,1,0,0,1119.72,-39.15999999999997,2025,3,March,Q1,2025-03,56+
ORD010958,2024-06-03,CUST00424,PROD0153,1,0.05,227.63,Wallet,West,Delivered,Rohan Patel,Male,46,Ahmedabad,Gujarat,2024-06-06,T-Shirt 6,Fashion,Men,940.55,633.58,940.55,47.0275,893.5224999999999,633.58,259.9424999999999,32.312499999999886,0.036163051294175456,1,0,0,893.5224999999999,32.312499999999886,2024,6,June,Q2,2024-06,46-55
ORD010959,2023-10-27,CUST03858,PROD0009,2,0.15,450.54,Cash On Delivery,North,Delivered,Neha Mehta,Male,24,Chandigarh,Chandigarh,2025-04-02,Feature Phone 2,Electronics,Mobile,49609.81,39122.01,99219.62,14882.943,84336.677,78244.02,6092.656999999992,5642.116999999992,0.06689992065966735,1,0,0,84336.677,5642.116999999992,2023,10,October,Q4,2023-10,18-25
ORD010960,2024-06-30,CUST00417,PROD0051,1,0.25,474.73,Credit Card,North,Delivered,Sneha Gupta,Male,60,Noida,Uttar Pradesh,2024-10-18,Keyboard 2,Electronics,Accessories,75265.99,50749.21,75265.99,18816.4975,56449.49250000001,50749.21,5700.282500000008,5225.552500000009,0.09257040707673339,1,0,0,56449.49250000001,5225.552500000009,2024,6,June,Q2,2024-06,56+
ORD010961,2023-08-19,CUST02027,PROD0274,2,0.15,198.11,Cash On Delivery,West,Delivered,Aditi Mehta,Male,54,Ahmedabad,Gujarat,2023-08-24,Yoga Mat 1,Sports,Fitness,2785.88,1950.99,5571.76,835.764,4735.996,3901.98,834.0160000000001,635.9060000000001,0.1342708059719645,1,0,0,4735.996,635.9060000000001,2023,8,August,Q3,2023-08,46-55
ORD010962,2023-06-27,CUST04288,PROD0030,2,0.1,172.33,Cash On Delivery,West,Returned,Rahul Gupta,Female,56,Surat,Gujarat,2025-08-02,Headphones 2,Electronics,Audio,56674.37,36762.85,113348.74,11334.874000000002,102013.86600000001,73525.7,28488.166000000012,28315.83600000001,0.2775685023053632,0,1,0,0.0,0.0,2023,6,June,Q2,2023-06,56+
ORD010963,2024-04-23,CUST04985,PROD0335,2,0.2,99.57,Cash On Delivery,East,Delivered,Rahul Jha,Female,61,Kolkata,West Bengal,2024-07-30,Water Bottle 6,Sports,Cycling,441.11,271.71,882.22,176.44400000000002,705.7760000000001,543.42,162.3560000000001,62.786000000000115,0.08896023667565929,1,0,0,705.7760000000001,62.786000000000115,2024,4,April,Q2,2024-04,56+
ORD010964,2025-08-23,CUST00203,PROD0224,2,0.05,332.03,Credit Card,West,Returned,Karan Roy,Female,60,Nagpur,Maharashtra,2023-10-05,Moisturizer 7,Beauty,Skincare,1758.47,1469.12,3516.94,175.847,3341.093,2938.24,402.85300000000007,70.82300000000009,0.021197554213546313,0,1,0,0.0,0.0,2025,8,August,Q3,2025-08,56+
ORD010965,2024-10-18,CUST03650,PROD0105,5,0.05,137.53,Debit Card,West,Delivered,Rohan Kumar,Male,34,Surat,Gujarat,2025-12-23,Study Table 7,Home & Kitchen,Furniture,16017.76,10978.5,80088.8,4004.4400000000005,76084.36,54892.5,21191.86,21054.33,0.2767234948154917,1,0,0,76084.36,21054.33,2024,10,October,Q4,2024-10,26-35
ORD010966,2023-10-22,CUST02258,PROD0249,1,0.15,388.23,Wallet,North,Delivered,Rahul Gupta,Male,57,Bhopal,Madhya Pradesh,2023-12-06,Conditioner 4,Beauty,Haircare,1612.79,893.36,1612.79,241.9185,1370.8715,893.36,477.51149999999996,89.28149999999994,0.06512754842448759,1,0,0,1370.8715,89.28149999999994,2023,10,October,Q4,2023-10,56+
ORD010967,2023-01-05,CUST00065,PROD0065,2,0.1,277.1,Credit Card,South,Delivered,Neha Patel,Male,40,Chennai,Tamil Nadu,2023-03-27,Power Bank 2,Electronics,Accessories,61131.49,36473.39,122262.98,12226.298,110036.682,72946.78,37089.902,36812.802,0.3345502729716987,1,0,0,110036.682,36812.802,2023,1,January,Q1,2023-01,36-45
ORD010968,2025-10-01,CUST01682,PROD0139,4,0.15,173.47,Debit Card,West,Delivered,Priya Shah,Female,34,Pune,Maharashtra,2025-05-16,Shirt 6,Fashion,Men,1160.4,842.89,4641.6,696.24,3945.3600000000006,3371.56,573.8000000000006,400.3300000000006,0.10146856053693466,1,0,0,3945.3600000000006,400.3300000000006,2025,10,October,Q4,2025-10,26-35
ORD010969,2025-01-06,CUST01386,PROD0259,1,0.0,369.57,Cash On Delivery,North,Delivered,Aditya Das,Male,38,Jaipur,Rajasthan,2025-11-24,Lipstick 7,Beauty,Makeup,610.15,406.59,610.15,0.0,610.15,406.59,203.56,-166.01,-0.2720806359092027,1,0,0,610.15,-166.01,2025,1,January,Q1,2025-01,36-45
ORD010970,2023-09-06,CUST02315,PROD0239,1,0.2,88.06,Net Banking,East,Cancelled,Shreya Singh,Male,46,Kolkata,West Bengal,2025-08-14,Hair Oil 1,Beauty,Haircare,453.33,289.94,453.33,90.666,362.664,289.94,72.72399999999999,-15.336000000000013,-0.0422870756402621,0,0,1,0.0,0.0,2023,9,September,Q3,2023-09,46-55
ORD010971,2023-11-11,CUST02119,PROD0131,2,0.25,41.63,Net Banking,North,Delivered,Vikram Sinha,Male,24,Chandigarh,Chandigarh,2023-09-23,Vacuum Cleaner 5,Home & Kitchen,Appliances,4675.36,2642.72,9350.72,2337.68,7013.039999999999,5285.44,1727.5999999999995,1685.9699999999993,0.24040501693987196,1,0,0,7013.039999999999,1685.9699999999993,2023,11,November,Q4,2023-11,18-25
ORD010972,2025-12-30,CUST01960,PROD0244,1,0.05,496.62,Net Banking,West,Delivered,Arjun Sharma,Female,18,Pune,Maharashtra,2023-07-10,Hair Oil 6,Beauty,Haircare,692.02,456.16,692.02,34.601,657.419,456.16,201.25899999999996,-295.36100000000005,-0.4492735987247099,1,0,0,657.419,-295.36100000000005,2025,12,December,Q4,2025-12,18-25
ORD010973,2023-11-27,CUST00726,PROD0243,4,0.2,53.92,Debit Card,East,Delivered,Nikhil Choudhary,Male,60,Patna,Bihar,2023-01-26,Hair Oil 5,Beauty,Haircare,674.77,499.55,2699.08,539.816,2159.264,1998.2,161.06400000000008,107.14400000000008,0.049620611467611216,1,0,0,2159.264,107.14400000000008,2023,11,November,Q4,2023-11,56+
ORD010974,2025-06-28,CUST00075,PROD0208,1,0.2,191.41,Wallet,North,Delivered,Pooja Sinha,Female,45,Noida,Uttar Pradesh,2025-06-08,Formal Shoes 5,Fashion,Footwear,4857.73,3900.34,4857.73,971.5459999999999,3886.1839999999997,3900.34,-14.156000000000404,-205.5660000000004,-0.052896620437941286,1,0,0,3886.1839999999997,-205.5660000000004,2025,6,June,Q2,2025-06,36-45
